# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "5" "-t" "CDS,ncRNA" "-g" "id" "-a" "../data/reference_sequences/FNV3_1_36A.gff" "-o" "../data/rna_align/counttable_fnv.txt" "../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam" "../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam" "../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam" "../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam" "../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam" "../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam" "../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam" "../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam" "../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam" "../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam" "../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam" "../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam" "../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam" "../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam" "../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam" "../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam" "../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam" "../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam	../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam	../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam	../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam	../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam	../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam	../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam	../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam	../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam	../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam	../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam	../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam	../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam	../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam	../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam	../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam	../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam	../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam
HMPREF0946_RS09920	NC_022196.1	2060247	2060819	+	573	179	225	337	256	354	328	132	117	169	170	213	120	211	120	75	90	108	85
ligA	NC_022196.1	2060913	2063003	+	2091	597	299	377	996	804	1154	596	749	238	311	908	307	1006	720	521	323	251	349
secA	NC_022196.1	2063063	2065705	+	2643	1072	876	1085	1137	1333	1483	758	853	771	1323	2447	1074	2610	1788	1216	813	811	969
HMPREF0946_RS09935	NC_022196.1	2065718	2066464	+	747	299	349	446	351	475	442	208	202	229	523	1084	644	1129	768	562	534	461	495
rsmG	NC_022196.1	2066509	2067207	-	699	116	91	151	138	165	178	62	66	63	340	536	406	508	305	257	259	260	242
mnmG	NC_022196.1;NC_022196.1	2067209;2262001	2069110;2263884	-;-	3786	283	230	294	278	304	353	224	205	188	579	1043	508	1132	742	512	324	317	401
HMPREF0946_RS09950	NC_022196.1	2069119	2069775	-	657	27	32	26	18	42	29	22	20	18	140	261	110	202	172	107	63	55	77
HMPREF0946_RS09955	NC_022196.1	2069790	2071136	-	1347	46	41	48	73	81	94	52	34	57	362	737	416	770	510	432	289	335	349
HMPREF0946_RS09960	NC_022196.1	2071151	2072524	-	1374	150	84	132	139	135	135	90	71	86	406	581	285	710	452	329	222	225	290
HMPREF0946_RS09965	NC_022196.1	2072787	2074352	-	1566	237	223	258	232	258	248	170	141	171	1010	1080	915	1248	769	743	482	408	521
pcp	NC_022196.1	2074626	2075270	-	645	48	54	37	42	37	40	32	22	21	369	350	363	379	275	226	103	102	120
HMPREF0946_RS09975	NC_022196.1	2075587	2076321	-	735	61	50	42	68	70	99	51	33	58	45	69	36	59	59	45	28	24	17
pabB	NC_022196.1	2076315	2077667	-	1353	69	80	87	86	92	98	56	53	34	272	670	298	675	453	328	212	260	298
HMPREF0946_RS09985	NC_022196.1	2077651	2078262	-	612	115	69	65	145	126	153	96	124	52	28	63	47	62	39	45	16	19	30
HMPREF0946_RS09990	NC_022196.1	2078507	2079304	-	798	678	456	500	545	617	700	361	438	399	669	1883	922	1862	1074	1195	1235	1238	1330
HMPREF0946_RS09995	NC_022196.1	2079502	2080137	-	636	48	29	33	42	52	49	25	41	20	42	55	35	49	33	43	28	31	35
HMPREF0946_RS10000	NC_022196.1	2080148	2081524	-	1377	49	34	42	54	57	75	38	41	22	130	118	86	126	98	77	62	61	75
HMPREF0946_RS10005	NC_022196.1	2081517	2083286	-	1770	184	88	138	231	231	280	140	185	89	91	142	82	109	80	64	68	65	57
HMPREF0946_RS10010	NC_022196.1	2083304	2083612	-	309	5	2	4	12	4	6	4	5	1	19	11	14	19	6	7	10	7	2
HMPREF0946_RS10015	NC_022196.1	2083605	2084606	-	1002	18	10	11	10	16	17	11	18	10	30	33	28	20	22	14	9	14	16
HMPREF0946_RS10020	NC_022196.1	2084616	2085167	-	552	8	2	13	14	8	8	11	9	5	11	17	22	23	8	15	5	7	11
HMPREF0946_RS10025	NC_022196.1	2085183	2085665	-	483	21	10	11	17	35	19	20	17	18	54	43	42	56	39	23	20	19	17
HMPREF0946_RS10030	NC_022196.1	2085828	2087744	-	1917	53	45	50	86	76	122	76	77	53	138	239	120	249	161	138	119	123	145
HMPREF0946_RS10035	NC_022196.1	2087731	2088057	-	327	24	13	28	23	32	49	18	19	9	69	51	26	34	46	23	14	13	8
HMPREF0946_RS10040	NC_022196.1	2088228	2088848	-	621	6	2	5	10	13	10	7	2	2	5	2	5	1	2	0	1	2	10
thiH	NC_022196.1	2088851	2089981	-	1131	46	22	19	38	39	36	45	41	31	14	14	12	6	5	6	5	4	5
HMPREF0946_RS10050	NC_022196.1	2089981	2090754	-	774	130	55	59	116	87	141	85	87	104	42	26	34	11	10	15	6	10	14
thiF	NC_022196.1	2090755	2091375	-	621	24	3	12	22	15	34	14	29	32	7	6	2	8	4	5	1	0	0
thiS	NC_022196.1	2091379	2091573	-	195	20	19	20	35	24	39	19	15	20	6	1	1	1	3	2	1	3	1
thiC	NC_022196.1	2091586	2092887	-	1302	42	27	38	48	59	73	47	44	49	43	9	42	19	6	9	10	6	9
thiE	NC_022196.1	2092904	2093524	-	621	20	5	7	16	33	31	8	8	10	3	3	9	0	3	3	1	3	1
thiD	NC_022196.1	2093534	2094367	-	834	7	10	6	11	31	23	7	10	7	10	3	11	7	1	3	3	4	1
HMPREF0946_RS10080	NC_022196.1	2094647	2095423	-	777	11	7	11	14	21	44	17	22	9	8	18	3	17	16	10	8	12	10
HMPREF0946_RS10085	NC_022196.1	2095420	2096445	-	1026	24	18	49	28	52	51	14	37	8	59	118	104	118	79	47	58	60	62
HMPREF0946_RS10090	NC_022196.1	2096448	2097320	-	873	16	15	30	21	19	32	11	12	14	43	69	33	66	49	26	23	43	20
HMPREF0946_RS10095	NC_022196.1	2097677	2099650	-	1974	80	89	124	118	146	123	56	76	98	335	329	280	356	247	159	166	157	160
HMPREF0946_RS10100	NC_022196.1	2100066	2100770	+	705	16	9	10	66	149	64	32	27	11	3	6	0	4	2	6	2	6	7
HMPREF0946_RS10105	NC_022196.1	2100861	2102591	-	1731	57	35	50	112	179	102	61	61	44	7	15	3	10	2	9	7	9	6
HMPREF0946_RS10110	NC_022196.1	2102634	2103662	-	1029	14	5	3	17	11	17	9	13	7	7	3	2	0	3	0	2	2	0
HMPREF0946_RS10115	NC_022196.1	2103677	2104645	-	969	13	13	17	19	22	18	11	22	21	3	1	0	2	6	4	2	4	2
HMPREF0946_RS10120	NC_022196.1	2104664	2105614	-	951	16	5	8	25	11	17	8	6	5	0	4	3	2	2	0	1	0	1
HMPREF0946_RS10125	NC_022196.1	2105632	2106396	-	765	4678	2814	3188	5158	4089	5855	3516	4471	3494	147	281	235	255	128	362	233	313	173
HMPREF0946_RS10130	NC_022196.1	2106437	2107237	-	801	70	42	48	145	203	133	88	87	51	3	4	7	8	7	7	2	5	3
HMPREF0946_RS10135	NC_022196.1	2107278	2108555	-	1278	12	4	3	25	20	31	11	18	15	2	0	1	4	0	3	6	4	3
HMPREF0946_RS10140	NC_022196.1	2108555	2109058	-	504	27	21	17	35	28	24	24	32	17	1	3	2	2	1	4	1	0	1
dctP	NC_022196.1	2109083	2110099	-	1017	40	35	21	62	71	73	62	55	26	2	6	4	3	1	7	5	6	5
HMPREF0946_RS10150	NC_022196.1	2110409	2110786	-	378	961	1318	1833	1477	1919	1793	716	776	452	2932	5205	2272	5879	4078	2688	1584	1247	1693
HMPREF0946_RS10155	NC_022196.1	2110880	2113708	-	2829	123	73	97	159	145	141	64	87	59	128	251	116	263	204	129	112	98	128
HMPREF0946_RS10160	NC_022196.1	2114206	2115792	+	1587	417	339	318	387	536	520	265	301	266	4490	15288	6366	13231	8035	7888	7370	6245	8926
mltG	NC_022196.1	2116017	2116949	+	933	919	700	790	919	882	1148	573	704	669	384	522	267	499	367	343	210	256	236
tilS	NC_022196.1	2117174	2118514	+	1341	150	156	143	122	167	153	75	92	67	420	803	433	752	577	409	244	245	266
ftsH	NC_022196.1	2118511	2120634	+	2124	547	574	745	669	936	1000	400	403	296	1528	5090	1467	5256	3228	2514	1718	1998	2010
rpsO	NC_022196.1	2120748	2121005	+	258	11437	20107	26263	18911	25684	23114	9183	9696	6449	18358	12916	15213	15682	10647	9319	5692	4497	4905
HMPREF0946_RS10185	NC_022196.1	2121257	2122366	+	1110	370	305	352	429	462	562	339	334	235	298	864	320	1003	659	532	430	483	480
HMPREF0946_RS10190	NC_022196.1	2122418	2123221	+	804	48	39	80	60	66	99	41	52	35	157	168	227	153	92	94	104	85	124
HMPREF0946_RS10195	NC_022196.1	2123379	2124853	+	1475	520	486	482	721	709	852	458	527	328	370	630	460	651	448	365	341	337	350
HMPREF0946_RS10200	NC_022196.1	2125057	2132835	-	7779	277	140	169	428	376	490	272	321	192	41	27	21	47	21	36	24	28	29
HMPREF0946_RS10205	NC_022196.1	2132853	2133440	-	588	1952	1109	1261	1872	1644	2285	1204	1659	868	60	162	82	98	52	114	69	105	55
ahpC	NC_022196.1	2134000	2134566	+	567	14945	25468	35374	22394	32539	26974	11495	11680	8228	218	893	192	959	504	382	259	276	243
HMPREF0946_RS10215	NC_022196.1	2134979	2136616	+	1638	4825	6520	8288	6389	9283	8592	3473	3699	3076	295	962	262	1034	656	437	330	400	377
creD	NC_022196.1	2136744	2138168	-	1425	947	1117	1382	1169	1517	1343	622	676	595	2427	4749	2556	5060	3455	2872	2739	2482	2873
HMPREF0946_RS10225	NC_022196.1	2138278	2139450	+	1173	67	94	81	62	119	114	46	46	40	391	619	340	688	484	360	211	187	236
HMPREF0946_RS11260	NC_022196.1	2139764	2141094	+	1331	152	244	258	191	298	306	115	114	85	625	1045	550	1115	741	413	345	320	402
HMPREF0946_RS10245	NC_022196.1	2141153	2141947	-	795	138	141	193	139	215	157	97	95	90	480	587	363	690	452	293	221	228	229
HMPREF0946_RS10250	NC_022196.1	2142016	2142435	-	420	19	18	27	16	11	27	4	13	12	47	50	33	48	24	24	9	13	20
HMPREF0946_RS10255	NC_022196.1	2142711	2143589	-	879	44	34	29	47	42	36	10	28	22	36	67	53	87	54	52	21	19	22
HMPREF0946_RS10260	NC_022196.1	2143591	2144484	-	894	39	22	22	39	43	55	26	28	27	61	176	96	180	116	110	114	117	122
HMPREF0946_RS10265	NC_022196.1	2144732	2145421	-	690	41	46	27	32	45	34	12	17	25	71	120	61	122	74	79	54	59	50
HMPREF0946_RS10270	NC_022196.1	2145423	2146331	-	909	267	144	165	239	237	294	112	208	61	62	53	51	35	39	40	24	25	26
HMPREF0946_RS10275	NC_022196.1	2146344	2147246	-	903	53	53	52	44	65	51	33	50	41	50	48	63	66	39	33	20	30	27
HMPREF0946_RS10280	NC_022196.1	2147254	2147832	-	579	29	37	18	28	34	39	17	27	26	126	131	125	149	107	101	64	60	75
HMPREF0946_RS10285	NC_022196.1	2148026	2148877	-	852	68	64	114	144	186	153	48	47	51	51	115	32	70	62	39	19	26	26
HMPREF0946_RS10290	NC_022196.1	2148900	2149595	-	696	76	46	75	75	74	80	36	42	44	21	36	22	40	34	12	14	25	20
HMPREF0946_RS10295	NC_022196.1	2149595	2150773	-	1179	73	63	76	73	93	117	70	43	18	68	150	67	150	70	56	38	43	40
HMPREF0946_RS10300	NC_022196.1	2151005	2151859	+	855	85	96	98	70	101	135	72	43	58	207	314	202	307	230	169	137	121	133
HMPREF0946_RS10320	NC_022196.1	2152230	2153594	-	1365	77	61	72	85	93	101	48	70	50	105	203	109	199	131	78	48	90	100
HMPREF0946_RS10325	NC_022196.1	2153886	2154302	+	417	18	3	6	16	11	17	16	25	15	2	3	3	3	1	4	3	1	0
HMPREF0946_RS11490	NC_022196.1	2154319	2154492	+	174	7	25	59	19	30	24	6	6	6	26	11	19	25	20	8	11	10	8
dnaJ	NC_022196.1	2154597	2155781	-	1185	271	412	564	416	579	511	256	239	165	279	1220	266	1145	684	381	309	296	384
HMPREF0946_RS10335	NC_022196.1	2155829	2156341	-	513	61	43	60	59	63	84	13	25	27	88	261	45	238	155	74	71	66	110
dnaK	NC_022196.1	2156581	2158410	-	1830	2103	1419	1666	2308	2558	3025	1631	1911	1854	360	1957	289	1750	1015	649	481	748	659
HMPREF0946_RS10345	NC_022196.1	2158463	2159101	-	639	47	65	69	46	66	95	40	40	27	53	284	42	240	141	74	55	76	77
grpE	NC_022196.1	2159138	2159746	-	609	61	80	140	70	122	153	45	38	27	52	427	45	370	228	88	72	134	133
hrcA	NC_022196.1	2159756	2160778	-	1023	721	807	968	686	923	859	405	404	440	445	4701	318	3965	2291	1369	1081	1963	1914
HMPREF0946_RS10360	NC_022196.1	2160960	2161262	+	303	22	25	28	24	39	27	11	13	5	60	86	55	81	52	51	22	24	23
serS	NC_022196.1	2161360	2162625	+	1266	309	253	318	305	412	455	234	259	129	754	975	550	1095	700	493	326	315	394
HMPREF0946_RS10370	NC_022196.1	2162609	2163085	+	477	197	173	120	216	312	229	113	115	108	1080	1502	1609	1314	823	987	730	763	780
HMPREF0946_RS10375	NC_022196.1	2163364	2164365	-	1002	219	183	224	370	347	412	210	250	149	630	541	960	496	342	345	250	266	310
putP	NC_022196.1	2164458	2165906	-	1449	160	166	164	146	229	215	104	104	101	478	392	492	439	293	329	190	181	177
HMPREF0946_RS10385	NC_022196.1	2166203	2167237	-	1035	121	112	124	112	276	165	67	63	55	29	65	19	61	31	25	34	27	17
HMPREF0946_RS10390	NC_022196.1	2167230	2169497	-	2268	230	243	333	225	397	372	121	116	90	43	99	46	106	67	46	21	53	33
HMPREF0946_RS10395	NC_022196.1	2169497	2169700	-	204	215	194	246	192	293	298	138	152	109	27	49	18	54	31	32	21	21	15
HMPREF0946_RS10400	NC_022196.1	2170024	2170698	+	675	492	693	666	430	652	608	264	273	243	1232	1748	1050	1663	1173	961	571	588	642
HMPREF0946_RS10405	NC_022196.1	2170939	2171292	-	354	133	183	221	179	247	209	93	118	78	230	257	205	261	249	180	115	108	118
HMPREF0946_RS10440	NC_022196.1	2176765	2178576	-	1812	1047	1444	1394	1138	1543	1597	637	591	455	3146	3602	2667	3686	2612	2072	1250	1332	1314
HMPREF0946_RS10445	NC_022196.1	2178795	2180816	-	2022	864	998	1498	1131	1509	1354	623	631	525	3745	5635	3596	5580	3771	2822	2104	2103	2395
HMPREF0946_RS10450	NC_022196.1	2180893	2181909	-	1017	74	72	86	82	132	97	77	58	92	198	452	149	489	283	191	136	164	222
rpoZ	NC_022196.1	2181893	2182114	-	222	20	12	13	7	12	11	8	11	9	43	91	53	76	57	41	42	27	39
gmk	NC_022196.1	2182116	2182673	-	558	23	34	36	43	61	58	26	27	24	126	186	99	199	143	105	66	48	68
HMPREF0946_RS10465	NC_022196.1	2182787	2183665	-	879	431	255	323	784	702	953	511	660	225	197	588	255	550	365	354	342	403	363
rpoC	NC_022196.1	2183873	2187832	-	3960	1408	956	1230	1489	1542	1914	995	1144	1139	1956	2876	1962	2947	1875	1448	1249	1122	1382
rpoB	NC_022196.1	2187868	2191422	-	3555	574	513	591	805	1086	926	481	582	454	809	1227	698	1178	850	593	477	422	467
rplL	NC_022196.1	2191837	2192205	-	369	2910	4135	5480	3549	4958	4415	2011	1752	1490	6516	7341	5277	8120	5438	3998	2095	1963	2387
HMPREF0946_RS10485	NC_022196.1	2192251	2192763	-	513	185	217	189	192	209	277	119	121	112	726	827	611	969	623	487	238	241	272
HMPREF0946_RS10490	NC_022196.1	2192916	2193623	-	708	720	902	1363	1112	1540	1299	665	545	488	708	1425	906	1366	878	768	725	770	733
rplK	NC_022196.1	2193684	2194109	-	426	227	304	322	263	346	354	175	128	108	391	634	348	622	434	287	170	231	270
nusG	NC_022196.1	2194143	2194724	-	582	216	340	561	359	506	455	205	187	134	426	517	315	570	361	254	155	133	186
secE	NC_022196.1	2194721	2194897	-	177	256	144	360	309	445	372	170	172	155	195	520	546	378	247	213	199	142	233
rpmG	NC_022196.1	2195023	2195175	-	153	836	1142	2177	1154	1624	1365	533	519	357	2130	2324	1715	2713	1797	1155	805	618	762
HMPREF0946_RS10520	NC_022196.1	2195445	2196039	-	595	208	463	606	380	536	476	165	216	134	60	153	42	200	125	90	56	73	69
HMPREF0946_RS10525	NC_022196.1	2196141	2196569	-	429	346	364	524	318	540	501	192	182	171	126	228	140	283	137	112	60	63	91
HMPREF0946_RS10530	NC_022196.1	2196667	2197116	-	450	24	32	29	28	36	21	14	20	17	95	122	99	122	128	56	51	39	53
HMPREF0946_RS10535	NC_022196.1	2197235	2198422	-	1188	2309	2343	3255	2929	3121	3012	1384	1382	1483	14745	15724	16775	16985	11121	10562	10109	9212	9884
HMPREF0946_RS10540	NC_022196.1	2198618	2199964	+	1347	467	535	646	584	694	758	346	398	337	1590	2282	1283	2313	1649	1405	837	875	935
HMPREF0946_RS10545	NC_022196.1	2200031	2201665	-	1635	50	104	90	109	150	113	50	38	34	250	338	205	377	230	164	122	73	111
HMPREF0946_RS10550	NC_022196.1	2201803	2208642	-	6840	848	711	928	1085	1086	1329	650	722	527	932	2790	784	2629	1697	1037	834	996	1121
HMPREF0946_RS10555	NC_022196.1	2208660	2209232	-	573	27	43	56	31	39	52	21	14	12	233	345	170	308	180	83	70	52	100
HMPREF0946_RS10560	NC_022196.1	2209202	2209447	-	246	2	7	11	6	12	14	16	3	3	26	45	14	34	20	12	9	7	14
HMPREF0946_RS10565	NC_022196.1	2209465	2209854	-	390	2	11	9	9	5	8	5	0	4	12	28	10	36	27	10	6	3	14
HMPREF0946_RS10570	NC_022196.1	2209894	2210412	-	519	17	19	43	14	39	38	13	13	11	76	175	57	122	103	49	52	32	46
HMPREF0946_RS10575	NC_022196.1	2210426	2210830	-	405	28	37	27	24	47	45	21	14	10	275	290	241	374	241	180	109	90	103
HMPREF0946_RS10580	NC_022196.1	2210984	2211487	-	504	13	5	12	9	10	13	3	4	8	8	23	5	20	21	10	12	4	13
HMPREF0946_RS10585	NC_022196.1	2211673	2212134	+	462	9	22	17	24	41	49	16	6	9	59	82	57	74	49	38	14	23	25
HMPREF0946_RS10590	NC_022196.1	2212085	2212510	+	426	61	92	196	114	165	144	40	43	36	115	141	115	186	85	110	66	67	84
HMPREF0946_RS10595	NC_022196.1	2212540	2213100	-	561	193	276	381	269	360	388	141	149	90	82	254	60	235	143	93	54	59	59
HMPREF0946_RS10600	NC_022196.1	2213125	2214582	-	1458	505	553	588	556	739	715	331	286	290	2652	3338	2521	3406	2235	2209	1109	1136	1459
HMPREF0946_RS10605	NC_022196.1	2214612	2215967	-	1356	89	118	133	101	137	120	54	37	42	911	1592	688	1789	1191	943	581	682	719
HMPREF0946_RS10610	NC_022196.1	2216088	2217563	-	1476	39	42	67	48	64	87	40	36	41	177	302	141	287	184	117	74	73	101
HMPREF0946_RS10615	NC_022196.1	2217560	2218477	-	918	33	66	51	66	59	65	42	38	44	87	144	115	155	95	69	60	61	63
HMPREF0946_RS10620	NC_022196.1	2218566	2218925	-	360	32	36	71	33	49	36	21	32	15	10	27	9	30	17	15	13	16	21
HMPREF0946_RS10625	NC_022196.1	2219089	2219598	-	510	925	1663	2108	1432	2267	2066	847	769	366	541	1966	497	2436	1532	1001	529	484	619
HMPREF0946_RS10630	NC_022196.1	2219674	2219964	-	291	10812	22726	21194	18034	25507	23512	9230	8099	4858	3988	10370	3902	11961	7759	5418	3276	3095	3395
HMPREF0946_RS10635	NC_022196.1	2220060	2221550	-	1491	417	223	285	468	496	577	287	346	228	165	305	81	374	213	166	78	108	108
HMPREF0946_RS10640	NC_022196.1	2221588	2222865	-	1278	54	83	80	92	110	122	78	53	39	401	684	379	713	520	350	219	195	274
nifU	NC_022196.1	2222949	2223335	-	387	4348	7922	11968	7242	11147	9579	3251	3139	2281	382	1167	292	1259	750	435	314	366	367
nifS	NC_022196.1	2223408	2224604	-	1197	4302	7401	9930	6582	9694	8671	3382	3023	2605	615	2067	430	1841	1031	693	457	630	585
nth	NC_022196.1	2224683	2225333	-	651	513	283	277	740	689	904	479	673	264	192	414	146	419	285	226	153	167	173
HMPREF0946_RS10660	NC_022196.1	2225524	2226006	-	483	14	7	3	12	17	5	2	9	9	54	125	59	116	72	48	32	27	26
HMPREF0946_RS10665	NC_022196.1	2226023	2226283	-	261	5	4	15	7	16	8	12	2	0	69	80	57	90	65	30	21	14	30
HMPREF0946_RS10670	NC_022196.1	2226276	2226530	-	255	6	7	11	7	13	9	3	1	4	111	123	80	138	98	52	31	44	39
HMPREF0946_RS10675	NC_022196.1	2226658	2227866	-	1209	803	714	950	1040	1116	1285	651	753	572	676	945	542	1095	642	576	323	295	328
HMPREF0946_RS10685	NC_022196.1	2229522	2229884	-	363	85	121	103	110	170	140	79	63	49	545	902	524	919	651	468	283	234	324
HMPREF0946_RS10690	NC_022196.1	2230022	2231743	-	1722	161	324	510	410	681	557	205	174	112	901	1319	685	1390	1019	670	366	367	426
HMPREF0946_RS10700	NC_022196.1	2232610	2233131	-	522	1269	2139	2787	2008	2953	2719	1146	1107	1038	1268	2003	967	2387	1519	893	488	523	625
HMPREF0946_RS10705	NC_022196.1	2233450	2234208	+	759	72	97	108	68	88	121	39	56	38	158	237	145	297	188	151	70	69	106
xth	NC_022196.1	2234268	2235029	-	762	324	406	497	375	446	436	206	260	225	552	797	480	753	498	450	297	278	316
aroQ	NC_022196.1	2235271	2235714	-	444	470	321	317	550	469	636	322	412	237	117	176	134	170	120	114	109	103	109
HMPREF0946_RS10720	NC_022196.1	2235695	2236498	-	804	101	78	82	160	158	181	88	123	52	93	159	72	157	111	74	44	41	56
HMPREF0946_RS10725	NC_022196.1	2236495	2236755	-	261	12	15	30	22	19	21	4	17	3	12	17	11	27	17	10	7	8	9
HMPREF0946_RS10730	NC_022196.1	2236718	2237263	-	546	39	71	55	26	75	73	32	35	20	354	368	349	397	284	200	121	107	112
HMPREF0946_RS10735	NC_022196.1	2237377	2238624	+	1248	158	176	200	198	233	291	114	160	93	491	853	506	910	659	514	340	372	379
HMPREF0946_RS10740	NC_022196.1	2238703	2238891	+	189	32	52	63	50	71	49	42	27	19	320	421	266	428	246	184	97	95	120
asnS	NC_022196.1	2238903	2240288	+	1386	7748	4537	4829	8500	7220	10422	6024	7577	5350	1133	1805	926	1862	1396	1437	948	1006	884
rnmV	NC_022196.1	2240300	2240851	+	552	281	318	474	325	529	405	154	136	169	1187	2946	927	2939	1803	1373	895	1106	1025
HMPREF0946_RS10755	NC_022196.1	2241019	2241321	+	303	612	1132	1407	1014	1584	1471	479	335	198	85	164	64	197	125	76	37	36	56
HMPREF0946_RS10760	NC_022196.1	2241459	2241692	+	234	44	51	37	41	52	57	18	25	33	328	508	359	520	366	382	265	220	214
HMPREF0946_RS10765	NC_022196.1	2241708	2242160	+	453	21	38	49	50	56	56	13	25	16	153	224	175	273	197	129	108	127	122
HMPREF0946_RS10770	NC_022196.1	2242160	2242792	+	633	19	20	31	28	33	31	6	29	22	45	122	55	126	99	73	35	43	53
HMPREF0946_RS10775	NC_022196.1	2242844	2243524	+	681	25	31	66	28	50	36	14	17	12	78	117	72	167	111	74	53	39	59
HMPREF0946_RS10780	NC_022196.1	2243576	2243818	-	243	3	2	4	7	14	12	10	8	10	0	0	0	1	2	0	1	1	0
HMPREF0946_RS10785	NC_022196.1	2244020	2244838	+	819	134	205	366	207	260	283	76	106	72	298	428	265	388	341	188	152	178	158
HMPREF0946_RS10790	NC_022196.1	2244898	2245374	-	477	1103	1126	1188	1555	1773	1802	976	1174	589	812	1158	732	1309	869	682	430	397	445
HMPREF0946_RS10795	NC_022196.1	2245519	2245950	+	432	774	1187	1501	1218	1436	1286	444	460	307	795	1279	687	1471	862	571	382	388	437
HMPREF0946_RS10800	NC_022196.1	2246053	2246862	-	810	3210	2004	2162	4516	3733	5080	3150	4030	2660	272	314	306	340	211	416	304	343	236
yfcC	NC_022196.1	2246897	2248396	-	1500	370	417	490	432	423	488	220	277	248	1191	1399	1192	1492	937	911	714	686	754
HMPREF0946_RS10810	NC_022196.1	2248595	2248882	-	288	284	429	676	380	617	472	198	192	173	1866	1616	1486	2056	1426	1070	607	516	680
ispE	NC_022196.1	2248898	2249782	-	885	89	164	180	133	240	237	66	85	65	1145	1536	1132	1703	1223	786	519	476	570
HMPREF0946_RS10820	NC_022196.1	2249763	2250062	-	300	203	285	234	202	317	311	146	120	81	2174	2062	1677	2198	1686	1041	595	554	702
HMPREF0946_RS10825	NC_022196.1	2250436	2253381	-	2946	134	84	110	100	149	164	67	79	84	300	459	328	421	318	210	130	138	151
HMPREF0946_RS10830	NC_022196.1	2253491	2253985	+	495	28	12	18	57	62	41	38	28	12	0	2	4	3	2	2	0	3	0
HMPREF0946_RS10835	NC_022196.1	2254050	2255081	-	1032	9	8	4	23	10	13	8	10	10	1	3	0	1	0	1	1	2	0
HMPREF0946_RS10840	NC_022196.1	2255274	2255825	+	552	56	103	155	108	168	173	56	67	61	193	292	192	281	225	173	101	120	113
HMPREF0946_RS10845	NC_022196.1	2255822	2256511	-	690	671	503	541	717	675	811	515	442	580	478	634	390	640	480	369	230	255	249
HMPREF0946_RS10850	NC_022196.1	2256664	2257161	+	498	64	79	76	77	107	107	69	65	41	140	205	123	238	167	100	68	90	92
HMPREF0946_RS10855	NC_022196.1	2257187	2257696	-	510	62	60	92	74	121	104	64	49	32	205	263	142	310	230	125	103	98	117
HMPREF0946_RS10860	NC_022196.1	2257689	2258549	-	861	25	44	44	55	67	85	29	22	15	196	340	162	335	247	165	86	97	102
HMPREF0946_RS10865	NC_022196.1	2258527	2259828	-	1302	40	21	38	50	85	48	29	29	22	22	32	18	40	24	21	13	22	19
nadA	NC_022196.1	2259830	2260726	-	897	19	3	14	13	21	23	3	6	3	5	8	8	5	1	5	2	2	2
